undefined21-04-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo, USD, EUR,ubeswap, USD, EUR,bitcoin,6856.456278354705USD,6310.620650491164EUR,moola-market, USD, EUR,mobius,0.0032698282212558767USD,0.0030095891327825614EUR,weth,171.45641642665788USD,157.80694257134806EUR,wrapped-bitcoin,6853.868348285219USD,6308.238742946588EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5347904942320182USD,0.4922275883770804EUR,truefeedbackchain,0.00011420291957614201USD,0.00010511373761291604EUR,premio, USD, EUR,usd-coin,0.9997959263158033USD,0.9202031724177283EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,3.419880359487937USD,3.1476271039494614EUR,saber, USD, EUR,fantom,0.0030190032823973283USD,0.002778663450088959EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,15.027804337444612USD,13.831455861944999EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
15-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo, USD, EUR,ubeswap, USD, EUR,bitcoin,9796.494527024528USD,9065.58786685775EUR,moola-market, USD, EUR,mobius,0.0030840008714477733USD,0.0028538172144046566EUR,weth,204.40400876252954USD,189.13482490395967EUR,wrapped-bitcoin,9734.214819962534USD,9008.947676371583EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.574281421724847USD,0.5315456954457709EUR,truefeedbackchain,0.00030911945873807574USD,0.00028608789522587783EUR,premio, USD, EUR,usd-coin,0.9981332857302605USD,0.9236635594152117EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.071856140038408USD,3.7688448935213086EUR,saber, USD, EUR,fantom,0.0054859660195661014USD,0.005077223149346289EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,16.354338338129395USD,15.134157509059902EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
16-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo, USD, EUR,ubeswap, USD, EUR,bitcoin,9309.29535940684USD,8602.515037129955EUR,moola-market, USD, EUR,mobius,0.0028877226556341833USD,0.002668480976173125EUR,weth,194.26471501989172USD,179.53886682723893EUR,wrapped-bitcoin,9268.965007766476USD,8565.246646446834EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5564341957677822USD,0.514188598756701EUR,truefeedbackchain,0.0001323589371827796USD,0.00012230998195398855EUR,premio, USD, EUR,usd-coin,1.0005141192915261USD,0.9246721475068711EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,3.892461903914523USD,3.596938411245526EUR,saber, USD, EUR,fantom,0.005119430311308038USD,0.00473075292321291EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,15.665539932690042USD,14.476180809920345EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
17-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo, USD, EUR,ubeswap, USD, EUR,bitcoin,9375.29710843331USD,8663.505801366833EUR,moola-market, USD, EUR,mobius,0.003074899158468619USD,0.0028414466645593633EUR,weth,200.36865141804014USD,185.1562626650797EUR,wrapped-bitcoin,9346.175775082691USD,8636.595417886867EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5989661106774994USD,0.5534914056226427EUR,truefeedbackchain,0.00013219277830859362USD,0.00012215643819384848EUR,premio, USD, EUR,usd-coin,0.997223872438163USD,0.9215126415949122EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,3.9971648816939087USD,3.6936921295459446EUR,saber, USD, EUR,fantom,0.004931648981537569USD,0.004557228327561276EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,15.998854029229479USD,14.78418903362231EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
18-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo, USD, EUR,ubeswap, USD, EUR,bitcoin,9666.32719340344USD,8932.517630843413EUR,moola-market, USD, EUR,mobius,0.0030448333270364867USD,0.0028140166918471585EUR,weth,207.0235853991838USD,191.35707557410063EUR,wrapped-bitcoin,9726.746465002234USD,8988.72957697019EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.6159337448626931USD,0.569322958720209EUR,truefeedbackchain,0.00013795625276306745USD,0.00012748151040327326EUR,premio, USD, EUR,usd-coin,1.0005186775938009USD,0.9248044266668904EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.151019773199231USD,3.8368913518623757EUR,saber, USD, EUR,fantom,0.004723714645516287USD,0.004365052439911525EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,16.280923203891124USD,15.044973199790936EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
19-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo, USD, EUR,ubeswap, USD, EUR,bitcoin,9708.439858793108USD,8893.367790448134EUR,moola-market, USD, EUR,mobius,0.0030113062553891643USD,0.0027578415965668016EUR,weth,213.92564395394703USD,196.0078737932963EUR,wrapped-bitcoin,9591.747264773916USD,8783.930310134665EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.6477344448774962USD,0.5931796589921337EUR,truefeedbackchain,0.00013679605091722116USD,0.0001252750875089728EUR,premio, USD, EUR,usd-coin,0.998573387540663USD,0.9147381587896868EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.286925344949075USD,3.927865338832175EUR,saber, USD, EUR,fantom,0.004633987648737367USD,0.004243713208960704EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,16.609872253376516USD,15.215390428344282EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
20-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo, USD, EUR,ubeswap, USD, EUR,bitcoin,9760.198937162193USD,8932.534067290839EUR,moola-market, USD, EUR,mobius,0.003147759453371065USD,0.002879579791222208EUR,weth,213.86739351046455USD,195.73143854077702EUR,wrapped-bitcoin,9787.681198676364USD,8953.242225764405EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.6219357513498963USD,0.5690712124851549EUR,truefeedbackchain,0.00014148010773991116USD,0.0001294183626346528EUR,premio, USD, EUR,usd-coin,0.9993991193056524USD,0.914650073988533EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.282340886247965USD,3.9191983790941363EUR,saber, USD, EUR,fantom,0.004939169952740403USD,0.004518085957589472EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,17.167573323604675USD,15.711763105762987EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
21-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo, USD, EUR,ubeswap, USD, EUR,bitcoin,9526.50759300584USD,8676.19057826932EUR,moola-market, USD, EUR,mobius,0.003250125949064685USD,0.0029618560280123946EUR,weth,209.7905265238244USD,191.06840035578531EUR,wrapped-bitcoin,9565.864007696626USD,8715.841331972706EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5795859352817158USD,0.5279859790495198EUR,truefeedbackchain,0.00014060336980333533USD,0.00012810935436261098EUR,premio, USD, EUR,usd-coin,0.999438009604905USD,0.9102301717435899EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.2034820200646905USD,3.8292502193003535EUR,saber, USD, EUR,fantom,0.005128121537310545USD,0.004673769969104832EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,16.881454352776174USD,15.37464950015607EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
22-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,0.8189996574205164USD,0.7481840330419935EUR,ubeswap, USD, EUR,bitcoin,9059.962506871727USD,8274.210078575754EUR,moola-market, USD, EUR,mobius,0.0032350548851575456USD,0.0029544074037603572EUR,weth,197.97546662301485USD,180.79970906520208EUR,wrapped-bitcoin,9036.16845311447USD,8252.262767469882EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.6055660983994974USD,0.5530290004006522EUR,truefeedbackchain,0.00012080822982832935USD,0.00011030806172457027EUR,premio, USD, EUR,usd-coin,0.9990136427302023USD,0.9123831756872105EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,3.9605372269947794USD,3.6169328987923928EUR,saber, USD, EUR,fantom,0.004898890239636155USD,0.004473098295567943EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,16.0669095726554USD,14.67345863923814EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
23-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,0.9880041851640537USD,0.9063841714234665EUR,ubeswap, USD, EUR,bitcoin,9131.767275081993USD,8377.38284872019EUR,moola-market, USD, EUR,mobius,0.0031767450312366946USD,0.002914310947461199EUR,weth,206.2706822996369USD,189.23045496418152EUR,wrapped-bitcoin,9180.264947621099USD,8421.874080033165EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.6149832258209792USD,0.5641788465526818EUR,truefeedbackchain,0.00012148357330173045USD,0.0001114476938277011EUR,premio, USD, EUR,usd-coin,0.9983701167026927USD,0.9158937629917671EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.13825369998682USD,3.796388423577211EUR,saber, USD, EUR,fantom,0.005283172918823203USD,0.0048467247208262955EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,16.425133794724594USD,15.068237066808596EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
24-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,2.4633252267778105USD,2.25982746646847EUR,ubeswap, USD, EUR,bitcoin,9170.361063506127USD,8412.788365688826EUR,moola-market, USD, EUR,mobius,0.0031437250286994595USD,0.002884018760353568EUR,weth,206.015287654696USD,188.99615872625404EUR,wrapped-bitcoin,9177.2173784955USD,8419.078273640613EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.6082201706733519USD,0.5579744941538555EUR,truefeedbackchain,0.00011164484461298226USD,0.00010242175235465923EUR,premio, USD, EUR,usd-coin,0.9992764191847568USD,0.9167251949194852EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.129297420753502USD,3.7881720315276333EUR,saber, USD, EUR,fantom,0.005742595564163085USD,0.005268194002012008EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,16.476266625185772USD,15.115145763012551EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
25-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,1.7995721063385735USD,1.6505603376453153EUR,ubeswap, USD, EUR,bitcoin,8731.848525870651USD,8004.922136091924EUR,moola-market, USD, EUR,mobius,0.003007847183981292USD,0.0027575942982740495EUR,weth,201.57301316409448USD,184.8021384688419EUR,wrapped-bitcoin,8679.12459847534USD,7957.021431882194EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5465741722754689USD,0.5010992011421501EUR,truefeedbackchain,0.00010992032460330832USD,0.00010077132622560124EUR,premio, USD, EUR,usd-coin,0.9956177792820147USD,0.9127325991567867EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.005183499230928USD,3.671751972919953EUR,saber, USD, EUR,fantom,0.00553509673384407USD,0.005074576685588245EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,15.992111456381426USD,14.660768177637681EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
26-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,1.4330897285903255USD,1.3145531447797056EUR,ubeswap, USD, EUR,bitcoin,8883.691769863415USD,8149.898829672694EUR,moola-market, USD, EUR,mobius,0.0030446435866451835USD,0.002792851562029625EUR,weth,204.06752519507413USD,187.18828391608878EUR,wrapped-bitcoin,8926.994114109528USD,8188.687065902103EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.6022304108336682USD,0.5524313759314213EUR,truefeedbackchain,0.00010958544295178367USD,0.0001005209734525839EUR,premio, USD, EUR,usd-coin,0.9984167638196215USD,0.9158337196170456EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.086417201302316USD,3.748507276509425EUR,saber, USD, EUR,fantom,0.005719032828714139USD,0.005245977309254218EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,16.343638959558113USD,14.991791206657226EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
27-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,1.4493557667275092USD,1.3201572949698854EUR,ubeswap, USD, EUR,bitcoin,8839.130663273247USD,8050.512264626668EUR,moola-market, USD, EUR,mobius,0.002955554407653374USD,0.0026933051095078837EUR,weth,200.86464521086748USD,182.95916900748028EUR,wrapped-bitcoin,8868.92379968366USD,8081.948715242532EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5731399463825178USD,0.5221327837142591EUR,truefeedbackchain,0.00011110454495137199USD,0.00010124579425965697EUR,premio, USD, EUR,usd-coin,0.9999543465724609USD,0.9108164162102985EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.024045873464237USD,3.665921886909413EUR,saber, USD, EUR,fantom,0.00584310154528109USD,0.005324619772762118EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,16.222916082933914USD,14.775523732930615EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
28-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,1.5074925644237485USD,1.3683736131159037EUR,ubeswap, USD, EUR,bitcoin,9174.118563996424USD,8327.485032318018EUR,moola-market, USD, EUR,mobius,0.003073254193848606USD,0.0027911694111578253EUR,weth,207.7898106577883USD,188.62805768835892EUR,wrapped-bitcoin,9251.628166786884USD,8402.44897224202EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5884004926151261USD,0.534318838137392EUR,truefeedbackchain,0.00011390567258598104USD,0.00010344252531357792EUR,premio, USD, EUR,usd-coin,1.0009183384151248USD,0.9085485895544855EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.14618697544595USD,3.7650984919717856EUR,saber, USD, EUR,fantom,0.005550218323769359USD,0.005040386368984559EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,16.453060488158076USD,14.934689801008414EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
29-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,1.4942152748159583USD,1.3491120294785803EUR,ubeswap, USD, EUR,bitcoin,9546.04563503715USD,8618.036354672655EUR,moola-market, USD, EUR,mobius,0.0031061453208024374USD,0.0028049734704974328EUR,weth,219.98308916232264USD,198.57741468829377EUR,wrapped-bitcoin,9691.171178839357USD,8751.47645665438EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5721700884660958USD,0.5165471454859529EUR,truefeedbackchain,0.00011891699038787861USD,0.00010740463654842816EUR,premio, USD, EUR,usd-coin,0.9987329129829876USD,0.9016420915802602EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.43916879327391USD,4.008746987078072EUR,saber, USD, EUR,fantom,0.005697502792506709USD,0.005145927547164132EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,17.0369406967339USD,15.380711543841624EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
30-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,1.5892614256154753USD,1.4311219674596083EUR,ubeswap, USD, EUR,bitcoin,9427.120373393418USD,8489.07476063891EUR,moola-market, USD, EUR,mobius,0.003215142837754825USD,0.0028952200496840316EUR,weth,220.5373602833254USD,198.5927902483332EUR,wrapped-bitcoin,9335.852179718459USD,8406.888208575572EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5774323126967125USD,0.5199749104218263EUR,truefeedbackchain,0.00011809872343672332USD,0.00010634730996115218EUR,premio, USD, EUR,usd-coin,0.9995545855703174USD,0.9000939065331434EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.4063662472585365USD,3.9679107738250767EUR,saber, USD, EUR,fantom,0.005824229528744453USD,0.005244689569486737EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,16.995852092999662USD,15.304679830485739EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
31-05-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,1.483072020028385USD,1.3354989386754608EUR,ubeswap, USD, EUR,bitcoin,9662.70587254818USD,8701.218324700274EUR,moola-market, USD, EUR,mobius,0.003431757187028534USD,0.0030902801881332598EUR,weth,242.61313325052473USD,218.4719134264313EUR,wrapped-bitcoin,9641.879453825108USD,8682.464238772243EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5858132380721703USD,0.527521891817799EUR,truefeedbackchain,0.00012408854979443823USD,0.0001117411186471427EUR,premio, USD, EUR,usd-coin,1.0015957888673344USD,0.9019319998960905EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.844311400836444USD,4.362278194896215EUR,saber, USD, EUR,fantom,0.0061332902251396045USD,0.005522997181287088EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,17.74005658373599USD,15.974832253371352EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
01-06-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,1.5667751368729355USD,1.4095022486336295EUR,ubeswap, USD, EUR,bitcoin,9466.961781429516USD,8513.951139778357EUR,moola-market, USD, EUR,mobius,0.00318056494931235USD,0.0028606637267105128EUR,weth,231.8924337474003USD,208.54851811935066EUR,wrapped-bitcoin,9495.821302135486USD,8535.537381314427EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5756770028863081USD,0.5177253260367524EUR,truefeedbackchain,0.00011592779983764108USD,0.00010420436922345989EUR,premio, USD, EUR,usd-coin,1.0027976722856158USD,0.9018490390096393EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.639933130837599USD,4.174441119352579EUR,saber, USD, EUR,fantom,0.0056253742283741606USD,0.005056497008781365EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,17.08047499174346USD,15.361034815749631EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
02-06-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,1.5279177628002405USD,1.3732069218101384EUR,ubeswap, USD, EUR,bitcoin,10167.93069332851USD,9139.332656460681EUR,moola-market, USD, EUR,mobius,0.0033456146357121797USD,0.003005268604435821EUR,weth,248.63570446847805USD,223.45984757681788EUR,wrapped-bitcoin,10108.440732461588USD,9080.119165189008EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5789755237865244USD,0.5203507781499956EUR,truefeedbackchain,0.00013241883330642517USD,0.00011893462351083229EUR,premio, USD, EUR,usd-coin,0.9993749786393998USD,0.898182265802289EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.960123601703382USD,4.457801964311676EUR,saber, USD, EUR,fantom,0.0056470184308852365USD,0.005071982544068181EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,17.86826730805164USD,16.058998033507564EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
03-06-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,1.5185721198084545USD,1.357565510805763EUR,ubeswap, USD, EUR,bitcoin,9515.243858655718USD,8506.999104148701EUR,moola-market, USD, EUR,mobius,0.0036076039987406362USD,0.0032264534210656895EUR,weth,236.9835494448643USD,211.87253556213705EUR,wrapped-bitcoin,9526.470656916952USD,8517.569781996157EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.565814320391003USD,0.5058238570715468EUR,truefeedbackchain,0.00013397389984972925USD,0.0001197324742957031EUR,premio, USD, EUR,usd-coin,1.0001876406592345USD,0.8942187603190291EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.750160432632275USD,4.247940220571362EUR,saber, USD, EUR,fantom,0.0058797214185819895USD,0.005254707031786725EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,17.278144088449928USD,15.446228861472028EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
04-06-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,1.5441032343532688USD,1.3743507011814078EUR,ubeswap, USD, EUR,bitcoin,9645.227869360308USD,8584.870098314315EUR,moola-market, USD, EUR,mobius,0.0037213168417196798USD,0.003313211187638808EUR,weth,243.4107224611296USD,216.64893058014056EUR,wrapped-bitcoin,9681.385200548071USD,8620.79913321323EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.586205470714686USD,0.5217603860861962EUR,truefeedbackchain,0.000135922905211085USD,0.00012108025988493973EUR,premio, USD, EUR,usd-coin,1.001518690950732USD,0.8914157321423728EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.889740200491274USD,4.352137714148261EUR,saber, USD, EUR,fantom,0.006342773845354145USD,0.005650149284215316EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,17.5321020358125USD,15.604692866403422EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
05-06-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo,1.6403011193106212USD,1.444862521546999EUR,ubeswap, USD, EUR,bitcoin,9776.20299178848USD,8614.252385199457EUR,moola-market, USD, EUR,mobius,0.0037083629949475794USD,0.0032665189608255644EUR,weth,243.4848668988621USD,214.47413197759633EUR,wrapped-bitcoin,9816.217683618019USD,8646.634979050294EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5867553687536804USD,0.5168446400774168EUR,truefeedbackchain,0.00012768106609208123USD,0.00011246812242934193EUR,premio, USD, EUR,usd-coin,1.0007186438107143USD,0.881485018837955EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,4.874877534732501USD,4.295473965341868EUR,saber, USD, EUR,fantom,0.006676396327086443USD,0.005880917057506746EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,17.76777119114562USD,15.650776789263004EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
